timestamp_window_end,src_ip,dst_ip,is_to_victim,packet_rate_ewma,packet_count_1s,byte_count_1s,avg_pkt_size,pkt_size_std,inter_arrival_std,label_hint,label
2026-05-17 15:18:40.598,10.0.0.7,10.0.0.25,1,0.9,3,294,98.0,0.0,4.2e-05,normal,0
2026-05-17 15:18:40.598,10.0.0.7,10.0.0.24,0,0.9,3,294,98.0,0.0,0.002269,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.10,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.7,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.18,0,0.9,3,294,98.0,0.0,0.001202,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.2,0,0.9,3,294,98.0,0.0,0.000338,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.1,0,0.9,3,294,98.0,0.0,0.004,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.17,0,0.9,3,294,98.0,0.0,0.000552,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.6,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.13,0,0.9,3,294,98.0,0.0,1e-05,normal,0
2026-05-17 15:18:40.598,10.0.0.8,10.0.0.5,0,0.9,3,294,98.0,0.0,0.000222,normal,0
2026-05-17 15:18:41.609,10.0.0.8,10.0.0.21,0,0.9,3,294,98.0,0.0,0.00058,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.3,0,0.9,3,294,98.0,0.0,0.003363,normal,0
2026-05-17 15:18:41.609,10.0.0.8,10.0.0.22,0,0.9,3,294,98.0,0.0,0.003416,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.2,0,0.9,3,294,98.0,0.0,0.003034,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.4,0,0.9,3,294,98.0,0.0,0.007408,normal,0
2026-05-17 15:18:41.609,10.0.0.8,10.0.0.24,0,0.9,3,294,98.0,0.0,1.9e-05,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.13,0,0.9,3,294,98.0,0.0,0.002486,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.5,0,0.9,3,294,98.0,0.0,0.001392,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.10,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.7,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:41.609,10.0.0.8,10.0.0.25,1,0.9,3,294,98.0,0.0,0.004441,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.1,0,0.9,3,294,98.0,0.0,0.00384,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.12,0,0.9,3,294,98.0,0.0,0.001252,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.6,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:41.609,10.0.0.8,10.0.0.23,0,0.9,3,294,98.0,0.0,0.001613,normal,0
2026-05-17 15:18:41.609,10.0.0.8,10.0.0.20,0,0.9,3,294,98.0,0.0,0.000675,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.11,0,0.9,3,294,98.0,0.0,0.000124,normal,0
2026-05-17 15:18:41.609,10.0.0.8,10.0.0.19,0,0.9,3,294,98.0,0.0,0.002738,normal,0
2026-05-17 15:18:41.609,10.0.0.9,10.0.0.8,0,0.3,1,98,98.0,0.0,0.0,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.25,1,0.9,3,294,98.0,0.0,0.000875,normal,0
2026-05-17 15:18:42.617,10.0.0.10,10.0.0.3,0,0.9,3,294,98.0,0.0,0.010643,normal,0
2026-05-17 15:18:42.617,10.0.0.9,10.0.0.24,0,0.9,3,294,98.0,0.0,0.00176,normal,0
